City,State,Region,Country,Post Code,Title,Creator,Owner,Value,Currency,Weighted value,Currency of Weighted value,Probability,Organization,Pipeline,Contact person,Stage,Deal created,Update time,Last stage change,Next activity date,Last activity date,Won time,Last email received,Last email sent,Lost time,Deal closed on,Expected close date,Status,Lost reason,Visible to,ID,Total activities,Done activities,Activities to do,Email messages count,Label,Product quantity,Product amount
San Jose,California,Santa Clara County,United States,95148,,Salesperson 5,Salesperson 5,4395,USD,2637,USD,60,,Sales,,Discussion,2020-12-10 06:46:03,2021-04-30 12:45:56,2020-12-10 20:38:24,,2021-03-24,,,2020-12-10 20:39:40,2021-02-10 02:07:44,2021-02-10 02:07:44,,Lost,Unresponsive,entire company,8527,2,2,0,2,,,
Bellevue,Washington,King County,United States,98007,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-10 05:47:00,2021-05-06 21:27:58,2020-12-10 20:45:09,2021-06-04,2021-05-07,,,2021-05-06 21:27:36,,,,Open,,entire company,8526,2,2,0,3,,,
Port Chester,New York,Westchester County,United States,10573,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-10 05:34:47,2021-05-14 05:50:17,2020-12-13 22:30:47,2021-05-13,2021-03-16,,,2020-12-13 22:32:12,,,,Open,,entire company,8525,4,2,2,2,,,
South Floral Park,New York,Nassau County,United States,11001,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-10 05:01:30,2021-04-30 12:45:56,2021-01-07 03:57:29,2021-07-08,2021-01-07,,,2020-12-10 05:31:14,,,,Open,,entire company,8524,4,3,1,2,,,
Gardena,California,Los Angeles County,United States,90249,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-10 00:29:29,2021-03-17 05:33:12,2020-12-10 00:31:19,,2021-03-02,,,,2021-03-17 05:33:12,2021-03-17 05:33:12,,Lost,Unresponsive,entire company,8523,3,3,0,3,,,
Mahopac,New York,Putnam County,United States,10541,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 21:03:00,2021-05-23 06:01:28,2021-02-23 03:17:55,,2021-02-18,2021-02-23 03:17:57,2021-04-22 07:54:48,2021-04-22 08:02:18,,2021-02-23 03:17:57,,Won,,entire company,8521,4,3,1,2,,,
East Stroudsburg,Pennsylvania,Monroe County,United States,18301,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 20:42:57,2021-05-25 06:52:13,2021-05-25 06:51:57,2021-07-14,2021-05-25,,,2021-02-15 07:07:20,,,,Open,,entire company,8520,5,3,2,2,,,
Pawling,New York,Dutchess County,United States,12564,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 20:34:08,2021-04-30 12:45:56,2020-12-09 22:21:39,2021-05-11,2021-04-27,,,2021-04-27 01:39:39,,,,Open,,entire company,8519,2,2,0,2,,,
San Jose,California,Santa Clara County,United States,95138,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 20:28:16,2021-05-24 09:51:35,2020-12-09 22:16:54,2021-05-24,2021-04-19,,,2021-04-19 06:41:57,,,,Open,,entire company,8518,3,3,0,1,,,
Newark,New Jersey,Essex County,United States,07114,,Salesperson 3,Salesperson 3,3745,USD,3745,USD,,,Sales,,Quote,2020-12-09 10:42:20,2021-05-21 00:42:36,2020-12-09 22:25:44,,2021-05-20,,,,,,,Open,,entire company,8516,7,6,1,12,,,
Fairless Hills,Pennsylvania,Bucks County,United States,19030,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-09 10:21:22,2020-12-10 07:20:19,2020-12-09 23:30:39,2021-05-13,2020-12-10,,2020-12-10 07:14:29,2020-12-09 23:32:49,,,,Open,,entire company,8515,2,1,1,0,,,
Spring Lake Heights,New Jersey,Monmouth County,United States,07762,,Salesperson 3,Salesperson 3,4144.9,USD,4144.9,USD,,,Sales,,Quote,2020-12-09 08:20:17,2021-04-30 12:45:56,2020-12-10 00:59:12,,2021-04-14,,,2021-04-14 06:28:12,2021-04-14 06:28:48,2021-04-14 06:28:48,,Lost,Unresponsive,entire company,8514,9,8,1,13,,,
San Diego,California,San Diego County,United States,92037,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 06:42:02,2021-05-14 05:42:37,2020-12-10 00:56:55,2021-06-15,2021-04-08,,,2020-12-10 00:55:43,,,,Open,,entire company,8513,7,7,0,1,,,
Atwater,California,Merced County,United States,95301,,Salesperson 2,Salesperson 2,4740,USD,1185,USD,25,,Sales,,Discussion,2020-12-09 06:31:33,2021-04-30 12:45:56,2020-12-09 23:44:40,,2021-01-25,,,2020-12-09 23:47:12,2021-01-26 02:10:11,2021-01-26 02:10:11,,Lost,Unresponsive,entire company,8512,0,0,0,2,,,
Charlotte,North Carolina,Mecklenburg County,United States,28207,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-09 05:32:45,2021-05-17 00:00:34,2020-12-10 00:50:01,2021-07-06,2021-05-17,,,2020-12-10 00:49:35,,,,Open,,entire company,8511,2,2,0,0,,,
Fair Haven,New Jersey,Monmouth County,United States,07704,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 05:25:00,2021-03-25 23:25:39,2020-12-15 04:21:37,,2020-12-22,2020-12-22 01:03:56,2021-03-25 03:37:27,2021-03-25 23:25:31,,2020-12-22 01:03:56,,Won,,entire company,8510,4,2,2,2,,,
Lee's Summit,Missouri,Jackson County,United States,64086,,Salesperson 4,Salesperson 4,5000,USD,1000,USD,20,,Sales,,Discussion,2020-12-09 04:20:29,2021-05-14 05:48:11,2020-12-10 00:43:27,2021-05-04,2021-03-16,,,2020-12-10 00:44:43,,,,Open,,entire company,8509,4,4,0,1,,,
San Gabriel,California,Los Angeles County,United States,91775,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 03:21:48,2021-05-14 04:25:12,2020-12-10 00:38:55,2021-05-20,2021-03-16,,,2020-12-10 00:38:05,,,,Open,,entire company,8508,3,3,0,1,,,
Bedford,New York,Westchester County,United States,10506,,Salesperson 4,Salesperson 4,7500,USD,3000,USD,40,,Sales,,Discussion,2020-12-09 02:35:10,2021-04-30 12:45:56,2020-12-09 23:36:01,,2021-03-18,,,2021-03-18 02:37:46,2021-03-18 02:37:58,2021-03-18 02:37:58,,Lost,Unresponsive,entire company,8507,6,5,1,1,,,
Los Altos,California,Santa Clara County,United States,94024,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-09 01:34:33,2021-05-06 21:11:16,2020-12-23 03:12:45,,2021-04-08,,,2021-04-08 08:27:56,2021-05-06 21:11:16,2021-05-06 21:11:16,,Lost,Unresponsive,entire company,8506,2,1,1,1,,,
Marina,California,Monterey County,United States,93933,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-08 23:52:53,2021-05-19 22:43:23,2020-12-09 00:52:07,,2021-05-14,,,2020-12-09 00:53:13,2021-05-19 22:43:23,2021-05-19 22:43:23,,Lost,Wasn't serious,entire company,8505,4,4,0,2,,,
San Jose,California,Santa Clara County,United States,95117,,Salesperson 5,Salesperson 5,7500,USD,3000,USD,40,,Sales,,Discussion,2020-12-08 23:21:22,2021-05-16 21:07:29,2020-12-08 23:46:53,2021-06-02,2021-05-17,,,2021-05-16 21:06:51,,,,Open,,entire company,8504,2,2,0,4,,,
Borrego Springs,California,San Diego County,United States,92004,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-08 22:28:48,2021-05-16 23:55:38,2020-12-09 00:25:41,2021-07-20,2021-05-17,,,2020-12-09 00:29:09,,,,Open,,entire company,8503,2,2,0,0,,,
Glen Wild,New York,Sullivan County,United States,12738,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-08 21:21:27,2021-05-25 07:29:54,2020-12-09 00:24:15,2021-08-26,2021-05-24,,,2020-12-09 00:31:28,,,,Open,,entire company,8502,2,2,0,0,,,
Yonkers,New York,Westchester County,United States,10710,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-08 20:09:56,2021-04-30 12:45:56,2020-12-08 20:59:22,,2021-01-20,,,2020-12-08 20:59:06,2021-04-21 07:21:46,2021-04-21 07:21:46,,Lost,Unresponsive,entire company,8501,5,5,0,3,,,
Moreno Valley,California,Riverside County,United States,92551,,Salesperson 4,Salesperson 4,10835,USD,5417.5,USD,50,,Sales,,Quote,2020-12-08 18:21:46,2021-04-30 12:45:56,2020-12-08 18:33:29,,2021-02-14,,,2020-12-08 18:35:13,2021-02-14 22:28:32,2021-02-14 22:28:32,,Lost,Unresponsive,entire company,8500,7,6,1,5,,,
Holladay,Utah,Salt Lake County,United States,84117,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-08 10:41:55,2021-04-30 12:45:56,2020-12-09 00:57:30,2021-07-01,2021-03-05,,,2021-02-12 03:59:13,,,,Open,,entire company,8499,4,2,2,2,,,
Port Orange,Florida,Volusia County,United States,32129,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-08 05:58:01,2021-05-11 05:17:58,2020-12-08 06:02:18,2021-06-15,2021-03-09,,,2020-12-08 06:02:04,,,,Open,,entire company,8498,2,2,0,0,,,
Lakeland,Florida,Polk County,United States,33803,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-08 03:39:47,2021-05-14 05:37:27,,2021-06-30,2020-12-11,,,,,,,Open,,entire company,8497,2,2,0,1,,,
Sunny Isles Beach,Florida,Miami-Dade County,United States,33160,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-08 02:48:24,2021-04-30 12:45:56,2020-12-09 01:02:35,2021-09-15,2021-03-23,,,2020-12-09 01:20:39,,,,Open,,entire company,8496,4,2,2,2,,,
Fairfield,Connecticut,Fairfield County,United States,06890,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-08 02:44:53,2021-04-30 12:45:56,2020-12-08 04:32:31,2021-05-26,2021-02-24,,,2020-12-08 03:59:21,,,,Open,,entire company,8495,5,5,0,3,,,
Rohnert Park,California,Sonoma County,United States,94928,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-08 01:36:47,2021-04-30 12:45:56,2020-12-08 01:51:02,2021-05-28,2021-02-16,,,2021-02-15 23:17:55,,,,Open,,entire company,8494,2,2,0,2,,,
Jacksonville,North Carolina,Onslow County,United States,28540,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-07 20:37:13,2021-05-18 06:02:55,2020-12-08 00:29:44,,2021-05-18,,,2021-04-20 09:12:20,2021-05-18 06:02:55,2021-05-18 06:02:55,,Lost,Unresponsive,entire company,8493,3,3,0,1,,,
Chatham Township,New Jersey,Morris County,United States,07928,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-07 19:32:16,2021-04-30 12:45:56,2020-12-07 19:38:11,,2021-01-26,,,2021-01-19 20:18:49,2021-01-26 04:40:01,2021-01-26 04:40:01,,Lost,Unresponsive,entire company,8492,2,2,0,1,,,
Ewing Township,New Jersey,Mercer County,United States,08628,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-07 12:07:58,2021-05-14 05:34:37,2020-12-08 01:31:23,2021-06-10,2020-12-14,,,2020-12-08 01:34:16,,,,Open,,entire company,8491,4,4,0,2,,,
La Palma,California,Orange County,United States,90623,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-07 08:36:12,2021-05-16 11:29:11,2020-12-08 01:28:56,2021-06-02,2020-12-17,,,2021-05-16 09:03:11,,,,Open,,entire company,8490,5,3,2,5,,,
Hercules,California,Contra Costa County,United States,94547,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-07 07:05:19,2021-04-30 12:45:56,2020-12-07 19:35:19,,2021-02-12,,,2020-12-07 19:35:33,2021-02-14 07:20:05,2021-02-14 07:20:05,,Lost,Unresponsive,entire company,8489,5,5,0,3,,,
Duluth,Georgia,Gwinnett County,United States,30096,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,Joanna Plant Interiors,Sales,,Discussion,2020-12-07 02:43:36,2021-04-21 07:53:57,2021-01-27 03:05:53,,2021-03-25,,2020-12-22 01:14:50,2020-12-22 01:20:46,2021-04-21 07:53:57,2021-04-21 07:53:57,,Lost,Unresponsive,entire company,8488,3,1,2,3,,,
Edison,New Jersey,Middlesex County,United States,08817,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-07 02:37:47,2021-05-17 07:11:57,2020-12-07 03:09:42,2021-07-23,2021-05-17,,,2021-02-16 05:15:00,,,,Open,,entire company,8487,4,2,2,2,,,
Everett,Washington,Snohomish County,United States,98208,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-07 02:30:49,2021-04-30 12:45:56,2020-12-07 03:04:46,2021-05-25,2021-04-28,,2021-04-28 03:44:42,2021-04-28 03:42:44,,,,Open,,entire company,8486,2,1,1,1,,,
Los Angeles,California,Los Angeles County,United States,90058,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-07 00:33:00,2021-05-13 05:47:12,2020-12-07 01:45:32,,2021-09-01,2021-05-13 05:47:12,2021-03-17 02:42:02,2021-02-23 07:49:09,,2021-05-13 05:47:12,2021-01-28,Won,,entire company,8485,2,2,0,2,,,
Memphis,Tennessee,Shelby County,United States,38018,,Salesperson 3,Salesperson 3,7500,USD,1875,USD,25,,Sales,,Discussion,2020-12-06 23:07:03,2021-05-17 08:38:45,2020-12-07 01:07:41,2021-06-15,2021-05-17,,,2021-02-16 00:12:06,,,,Open,,entire company,8484,4,3,1,2,,,
Venice,Florida,Sarasota County,United States,34275,,Support,Support,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-06 22:28:21,2021-04-30 12:45:56,2020-12-07 00:37:35,,2021-02-11,,,,2021-02-11 20:12:30,2021-02-11 20:12:30,,Lost,Out of budget,entire company,8483,2,2,0,2,,,
Haverstraw,New York,Rockland County,United States,10927,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 21:18:50,2021-05-14 05:21:20,2020-12-06 21:24:48,,2021-04-16,,,2021-04-16 06:32:54,2021-05-14 05:21:20,2021-05-14 05:21:20,,Lost,Unresponsive,entire company,8482,4,2,2,2,,,
Palmdale,California,Los Angeles County,United States,93590,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 21:16:56,2021-04-30 12:45:56,2020-12-14 02:48:17,,2021-02-08,,,2021-02-08 04:25:21,2021-03-09 07:13:20,2021-03-09 07:13:20,,Lost,Unresponsive,entire company,8481,2,2,0,0,,,
New Rochelle,New York,Westchester County,United States,10801,,Salesperson 3,Salesperson 3,13000,USD,520,USD,,,Sales,,Discussion,2020-12-06 21:15:13,2021-04-30 12:45:56,2020-12-06 21:18:48,,2021-02-16,,,2020-12-06 21:20:13,2021-02-16 03:11:22,2021-02-16 03:11:22,,Lost,Unresponsive,entire company,8480,2,2,0,5,,,
Bloomington,California,San Bernardino County,United States,92316,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 21:14:30,2021-05-03 04:13:32,2021-01-19 20:31:12,,2021-04-20,,2021-03-18 23:51:45,2021-03-19 00:40:25,2021-04-19 21:04:20,2021-04-19 21:04:20,,Lost,Unresponsive,entire company,8479,3,3,0,1,,,
Newport Beach,California,Orange County,United States,92625,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-06 21:06:04,2021-05-13 08:38:55,2020-12-06 21:10:13,2021-07-15,2021-04-15,,2020-12-07 01:39:48,2021-04-14 21:48:30,,,,Open,,entire company,8478,3,3,0,2,,,
Angwin,California,Napa County,United States,94508,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-06 21:02:46,2021-04-30 12:45:56,2020-12-07 00:32:56,,2021-04-01,,,2021-03-18 02:39:29,2021-04-01 01:08:44,2021-04-01 01:08:44,,Lost,Unresponsive,entire company,8477,4,3,1,0,,,
Los Angeles,California,Los Angeles County,United States,91365,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 20:59:57,2021-05-12 04:37:13,2020-12-06 21:02:39,2021-06-09,2020-12-07,,2020-12-08 08:49:11,2020-12-08 01:13:20,,,,Open,,entire company,8476,3,3,0,8,,,
Madison,Connecticut,New Haven County,United States,06443,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 20:55:52,2021-04-12 07:34:58,2020-12-06 20:57:48,,2021-01-11,,,2021-01-11 03:44:13,2021-04-12 07:34:58,2021-04-12 07:34:58,,Lost,Unresponsive,entire company,8475,2,2,0,1,,,
Canaan,Connecticut,Litchfield County,United States,06018,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 17:09:36,2021-05-03 04:18:39,2021-03-18 04:34:36,2022-02-02,2021-03-02,,,2020-12-06 19:42:34,,,,Open,,entire company,8474,6,5,1,5,,,
Greensboro,North Carolina,Guilford County,United States,27401,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 10:43:05,2021-04-30 12:45:55,2020-12-07 02:59:09,2021-07-05,2021-03-27,,,2021-02-04 09:01:17,,,,Open,,entire company,8473,5,5,0,4,,,
Paterson,New Jersey,Passaic County,United States,07503,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 10:36:31,2021-04-30 12:45:55,2020-12-07 01:01:46,,2021-03-25,,,2021-03-11 05:56:34,2021-04-01 01:24:26,2021-04-01 01:24:26,,Lost,Unresponsive,entire company,8472,4,2,2,2,,,
Redlands,California,San Bernardino County,United States,92374,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 08:35:31,2021-05-17 23:57:37,2020-12-07 02:38:32,,2021-05-18,,,2021-02-16 04:46:43,2021-05-17 23:57:37,2021-05-17 23:57:37,,Lost,Unresponsive,entire company,8471,4,2,2,3,,,
San Carlos,California,San Mateo County,United States,94070,,Salesperson 4,Salesperson 4,4795,USD,1198.75,USD,25,,Sales,,Discussion,2020-12-06 07:38:43,2021-04-30 12:45:55,2020-12-07 03:08:38,,2020-12-07,,,2020-12-07 03:11:09,2021-04-27 01:49:45,2021-04-27 01:49:45,,Lost,Wasn't serious,entire company,8470,2,2,0,0,,,
Stone Mountain,Georgia,DeKalb County,United States,30087,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-06 04:31:41,2021-05-14 05:34:37,2020-12-07 02:42:54,2021-06-10,2020-12-07,,,2020-12-07 02:42:12,,,,Open,,entire company,8469,4,4,0,4,,,
View Park-Windsor Hills,California,Los Angeles County,United States,90056,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 23:06:08,2021-04-30 12:45:55,2020-12-06 19:44:56,,2021-02-10,,2020-12-06 19:47:49,2020-12-06 19:52:05,2021-02-10 06:29:14,2021-02-10 06:29:14,,Lost,Unresponsive,entire company,8468,3,3,0,3,,,
Highland,New York,Ulster County,United States,12528,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 22:38:37,2021-05-17 02:32:08,2021-04-27 03:25:34,,2021-05-17,2021-04-29 04:13:02,2021-03-04 02:54:34,2021-04-07 09:20:46,,2021-04-29 04:13:02,,Won,,entire company,8467,4,2,2,2,,,
Bethlehem,Pennsylvania,Northampton County,United States,18020,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 22:07:42,2021-05-14 04:23:59,2020-12-07 02:33:24,2021-05-18,2020-12-07,,,2020-12-07 02:34:31,,,,Open,,entire company,8466,4,2,2,2,,,
Thousand Oaks,California,Ventura County,United States,91320,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 21:48:37,2021-05-16 21:20:14,2020-12-07 01:47:29,2021-05-21,2021-05-17,,,2021-05-16 21:19:30,,,,Open,,entire company,8465,4,2,2,2,,,
Lake Worth,Florida,Palm Beach County,United States,33462,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2020-12-05 18:46:37,2021-04-30 12:45:56,2020-12-07 03:41:26,,2021-04-02,,,2021-03-19 01:47:15,2021-04-01 01:51:02,2021-04-01 01:51:02,,Lost,Unresponsive,entire company,8464,4,4,0,2,,,
Kapolei,Hawaii,Honolulu County,United States,96707,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 11:34:13,2021-05-24 07:38:29,2020-12-21 04:26:32,,2021-04-19,,,2021-04-19 06:44:44,2021-05-24 07:38:29,2021-05-24 07:38:29,,Lost,Unresponsive,entire company,8463,3,3,0,2,,,
Scottsdale,Arizona,Maricopa County,United States,85259,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 10:42:21,2021-04-30 12:45:55,2020-12-06 20:50:22,,2021-03-22,,2020-12-21 01:03:26,2021-03-22 02:24:51,2021-04-19 07:36:30,2021-04-19 07:36:30,,Lost,Unresponsive,entire company,8462,5,5,0,4,,,
Princeton,New Jersey,Middlesex County,United States,08540,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 10:42:19,2021-04-30 12:45:55,2020-12-06 20:46:38,2021-06-14,2021-04-19,,,2021-04-19 06:12:00,,,,Open,,entire company,8461,2,2,0,0,,,
La Ca��ada Flintridge,California,Los Angeles County,United States,91021,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 08:56:25,2021-04-30 12:45:55,2020-12-06 20:17:34,,2021-01-21,,,2020-12-06 20:19:39,2021-01-21 03:30:55,2021-01-21 03:30:55,,Lost,Unresponsive,entire company,8460,2,2,0,2,,,
Woodbridge,Virginia,Prince William County,United States,22191,,Salesperson 4,Salesperson 4,7500,USD,750,USD,10,,Sales,,Discussion,2020-12-05 08:55:51,2021-05-25 05:14:07,2020-12-07 01:25:17,,2021-04-13,,,2020-12-07 01:26:26,2021-05-25 05:14:07,2021-05-25 05:14:07,,Lost,Wasn't serious,entire company,8459,7,7,0,1,,,
Sea Bright,New Jersey,Monmouth County,United States,07760,,Salesperson 3,Salesperson 3,7500,USD,5625,USD,75,,Sales,,Quote,2020-12-05 05:46:53,2021-04-30 12:45:55,2020-12-07 03:44:42,,2021-03-23,,,2021-03-30 05:31:10,2021-04-10 03:24:17,2021-04-10 03:24:17,,Lost,Bought elsewhere,entire company,8458,13,13,0,25,,,
Riverbank,California,Stanislaus County,United States,95367,,Salesperson 1,Salesperson 1,7500,USD,3750,USD,50,,Sales,,Discussion,2020-12-05 02:57:24,2021-04-07 03:03:25,2020-12-05 02:58:57,2021-06-09,,,,,,,,Open,,entire company,8457,6,5,1,10,,,
Coon Rapids,Minnesota,Anoka County,United States,55433,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-05 02:47:35,2021-01-13 02:53:05,2020-12-05 02:50:23,,2020-12-18,,,,2021-01-13 02:53:05,2021-01-13 02:53:05,,Lost,Unresponsive,entire company,8456,3,3,0,1,,,
Miami,Florida,Miami-Dade County,United States,33131,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-04 22:30:18,2021-04-30 12:45:55,2020-12-06 19:53:24,,2021-02-17,,,2020-12-06 19:56:56,2021-02-18 03:02:27,2021-02-18 03:02:27,,Lost,Unresponsive,entire company,8455,4,3,1,2,,,
Selma,North Carolina,Johnston County,United States,27576,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-04 21:58:00,2021-05-11 01:54:46,2020-12-06 20:38:40,,2021-04-12,,,2021-04-12 07:34:24,2021-05-11 01:54:46,2021-05-11 01:54:46,,Lost,Unresponsive,entire company,8454,4,4,0,3,,,
New Britain,Connecticut,Hartford County,United States,06052,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-04 21:49:57,2021-04-30 12:45:55,2020-12-07 03:48:45,,2021-03-25,,,2021-03-11 06:30:36,2021-04-27 03:30:46,2021-04-27 03:30:46,,Lost,Unresponsive,entire company,8453,3,3,0,1,,,
Union Dale,Pennsylvania,Susquehanna County,United States,18470,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-04 19:57:11,2021-04-30 12:45:55,2020-12-06 20:20:03,,2021-02-04,,,2020-12-06 20:23:52,2021-02-04 07:33:58,2021-02-04 07:33:58,,Lost,Unresponsive,entire company,8452,1,1,0,5,,,
Prospect Park,Pennsylvania,Delaware County,United States,19076,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-04 19:07:02,2021-04-30 12:45:55,2020-12-07 01:23:13,,2021-04-27,,,2021-04-27 06:33:09,2021-04-27 06:33:33,2021-04-27 06:33:33,,Lost,Unresponsive,entire company,8451,5,3,2,1,,,
Barnegat Township,New Jersey,Ocean County,United States,08005,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-04 18:21:35,2021-04-30 12:45:55,2020-12-06 20:34:09,2021-06-21,2021-04-19,,,2021-04-19 06:07:36,,,,Open,,entire company,8450,2,2,0,1,,,
Bronxville,New York,Westchester County,United States,10708,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2020-12-04 18:20:06,2021-04-30 12:45:55,2020-12-06 20:13:48,,2021-01-26,,,2020-12-06 20:14:24,2021-01-26 04:40:27,2021-01-26 04:40:27,,Lost,Unresponsive,entire company,8449,3,3,0,1,,,
